"Year","Type","NAME","Candidate","Votes","Party","Cast"
"2014","State Representative","13","PATRICIA A ROYBAL CABALLERO",267,"DEM","Absentee"
"2014","State Representative","13","PATRICIA A ROYBAL CABALLERO",1192,"DEM","Early"
"2014","State Representative","13","PATRICIA A ROYBAL CABALLERO",1065,"DEM","ElectionDay"
"2014","State Representative","14","MIGUEL P GARCIA",3154,"DEM","Total"
"2014","State Representative","14","MIGUEL P GARCIA",452,"DEM","Absentee"
"2014","State Representative","14","MIGUEL P GARCIA",1336,"DEM","Early"
"2014","State Representative","14","MIGUEL P GARCIA",1366,"DEM","ElectionDay"
"2014","State Representative","14","ROBERT W CHAVEZ",1392,"REP","Total"
"2014","State Representative","14","ROBERT W CHAVEZ",222,"REP","Absentee"
"2014","State Representative","14","ROBERT W CHAVEZ",569,"REP","Early"
"2014","State Representative","14","ROBERT W CHAVEZ",601,"REP","ElectionDay"
"2014","State Representative","15","EMILY A KANE",4460,"DEM","Total"
"2014","State Representative","15","EMILY A KANE",672,"DEM","Absentee"
"2014","State Representative","15","EMILY A KANE",2340,"DEM","Early"
"2014","State Representative","15","EMILY A KANE",1448,"DEM","ElectionDay"
"2014","State Representative","15","SARAH MAESTAS BARNES",4816,"REP","Total"
"2014","State Representative","15","SARAH MAESTAS BARNES",813,"REP","Absentee"
"2014","State Representative","15","SARAH MAESTAS BARNES",2476,"REP","Early"
"2014","State Representative","15","SARAH MAESTAS BARNES",1527,"REP","ElectionDay"
"2014","State Representative","16","ANTONIO 'MOE' MAESTAS",4112,"DEM","Total"
"2014","State Representative","16","ANTONIO 'MOE' MAESTAS",508,"DEM","Absentee"
"2014","State Representative","16","ANTONIO 'MOE' MAESTAS",2119,"DEM","Early"
"2014","State Representative","16","ANTONIO 'MOE' MAESTAS",1485,"DEM","ElectionDay"
"2014","State Representative","16","JOHNNY F LUÉVANO JR",3144,"REP","Total"
"2014","State Representative","16","JOHNNY F LUÉVANO JR",470,"REP","Absentee"
"2014","State Representative","16","JOHNNY F LUÉVANO JR",1683,"REP","Early"
"2014","State Representative","16","JOHNNY F LUÉVANO JR",991,"REP","ElectionDay"
"2014","State Representative","17","DEBORAH A ARMSTRONG",5433,"DEM","Total"
"2014","State Representative","17","DEBORAH A ARMSTRONG",849,"DEM","Absentee"
"2014","State Representative","17","DEBORAH A ARMSTRONG",2611,"DEM","Early"
"2014","State Representative","17","DEBORAH A ARMSTRONG",1973,"DEM","ElectionDay"
"2014","State Representative","18","GAIL CHASEY",6423,"DEM","Total"
"2014","State Representative","18","GAIL CHASEY",696,"DEM","Absentee"
"2014","State Representative","18","GAIL CHASEY",2933,"DEM","Early"
"2014","State Representative","18","GAIL CHASEY",2794,"DEM","ElectionDay"
"2014","State Representative","19","SHERYL M WILLIAMS STAPLETON",5496,"DEM","Total"
"2014","State Representative","19","SHERYL M WILLIAMS STAPLETON",767,"DEM","Absentee"
"2014","State Representative","19","SHERYL M WILLIAMS STAPLETON",2446,"DEM","Early"
"2014","State Representative","19","SHERYL M WILLIAMS STAPLETON",2283,"DEM","ElectionDay"
"2014","State Representative","20","JAMES MITCHELL DINES",4688,"REP","Total"
"2014","State Representative","20","JAMES MITCHELL DINES",877,"REP","Absentee"
"2014","State Representative","20","JAMES MITCHELL DINES",2521,"REP","Early"
"2014","State Representative","20","JAMES MITCHELL DINES",1290,"REP","ElectionDay"
"2014","State Representative","20","JOSH R ANDERSON",3868,"DEM","Total"
"2014","State Representative","20","JOSH R ANDERSON",569,"DEM","Absentee"
"2014","State Representative","20","JOSH R ANDERSON",2049,"DEM","Early"
"2014","State Representative","20","JOSH R ANDERSON",1250,"DEM","ElectionDay"
"2014","State Representative","21","MIMI STEWART",2565,"DEM","Total"
"2014","State Representative","21","MIMI STEWART",434,"DEM","Absentee"
"2014","State Representative","21","MIMI STEWART",1028,"DEM","Early"
"2014","State Representative","21","MIMI STEWART",1103,"DEM","ElectionDay"
"2014","State Representative","22","JAMES E SMITH",7277,"REP","Total"
"2014","State Representative","22","JAMES E SMITH",967,"REP","Absentee"
"2014","State Representative","22","JAMES E SMITH",3485,"REP","Early"
"2014","State Representative","22","JAMES E SMITH",2825,"REP","ElectionDay"
"2014","State Representative","22","JOHN M WALLACE",4978,"DEM","Total"
"2014","State Representative","22","JOHN M WALLACE",632,"DEM","Absentee"
"2014","State Representative","22","JOHN M WALLACE",2418,"DEM","Early"
"2014","State Representative","22","JOHN M WALLACE",1928,"DEM","ElectionDay"
"2014","State Representative","23","CATHERINE A BEGAYE",3955,"DEM","Total"
"2014","State Representative","23","CATHERINE A BEGAYE",516,"DEM","Absentee"
"2014","State Representative","23","CATHERINE A BEGAYE",2133,"DEM","Early"
"2014","State Representative","23","CATHERINE A BEGAYE",1306,"DEM","ElectionDay"
"2014","State Representative","23","PAUL A PACHECO",5139,"REP","Total"
"2014","State Representative","23","PAUL A PACHECO",776,"REP","Absentee"
"2014","State Representative","23","PAUL A PACHECO",2637,"REP","Early"
"2014","State Representative","23","PAUL A PACHECO",1726,"REP","ElectionDay"
"2014","State Representative","24","CONRAD D JAMES",4433,"REP","Total"
"2014","State Representative","24","CONRAD D JAMES",915,"REP","Absentee"
"2014","State Representative","24","CONRAD D JAMES",1961,"REP","Early"
"2014","State Representative","24","CONRAD D JAMES",1557,"REP","ElectionDay"
"2014","State Representative","24","ELIZABETH L THOMSON",4059,"DEM","Total"
"2014","State Representative","24","ELIZABETH L THOMSON",766,"DEM","Absentee"
"2014","State Representative","24","ELIZABETH L THOMSON",1879,"DEM","Early"
"2014","State Representative","24","ELIZABETH L THOMSON",1414,"DEM","ElectionDay"
"2014","State Representative","25","MARIANNE COSTELLO",3353,"REP","Total"
"2014","State Representative","25","MARIANNE COSTELLO",587,"REP","Absentee"
"2014","State Representative","25","MARIANNE COSTELLO",1515,"REP","Early"
"2014","State Representative","25","MARIANNE COSTELLO",1251,"REP","ElectionDay"
"2014","State Representative","25","CHRISTINE TRUJILLO",5140,"DEM","Total"
"2014","State Representative","25","CHRISTINE TRUJILLO",650,"DEM","Absentee"
"2014","State Representative","25","CHRISTINE TRUJILLO",2535,"DEM","Early"
"2014","State Representative","25","CHRISTINE TRUJILLO",1955,"DEM","ElectionDay"
"2014","State Representative","26","LOUIS TAFOYA",1601,"REP","Total"
"2014","State Representative","26","LOUIS TAFOYA",190,"REP","Absentee"
"2014","State Representative","26","LOUIS TAFOYA",743,"REP","Early"
"2014","State Representative","26","LOUIS TAFOYA",668,"REP","ElectionDay"
"2014","State Representative","26","GEORGENE LOUIS",2003,"DEM","Total"
"2014","State Representative","26","GEORGENE LOUIS",266,"DEM","Absentee"
"2014","State Representative","26","GEORGENE LOUIS",907,"DEM","Early"
"2014","State Representative","26","GEORGENE LOUIS",830,"DEM","ElectionDay"
"2014","State Representative","27","LORENZO A LARRAÑAGA",6275,"REP","Total"
"2014","State Representative","27","LORENZO A LARRAÑAGA",1080,"REP","Absentee"
"2014","State Representative","27","LORENZO A LARRAÑAGA",3355,"REP","Early"
"2014","State Representative","27","LORENZO A LARRAÑAGA",1840,"REP","ElectionDay"
"2014","State Representative","27","WILLIAM B PRATT",4088,"IND","Total"
"2014","State Representative","27","WILLIAM B PRATT",616,"IND","Absentee"
"2014","State Representative","27","WILLIAM B PRATT",2153,"IND","Early"
"2014","State Representative","27","WILLIAM B PRATT",1319,"IND","ElectionDay"
"2014","State Representative","28","JIMMIE C HALL",7245,"REP","Total"
"2014","State Representative","28","JIMMIE C HALL",1209,"REP","Absentee"
"2014","State Representative","28","JIMMIE C HALL",3814,"REP","Early"
"2014","State Representative","28","JIMMIE C HALL",2222,"REP","ElectionDay"
"2014","State Representative","29","DAVID EDWARD ADKINS",4027,"REP","Total"
"2014","State Representative","29","DAVID EDWARD ADKINS",528,"REP","Absentee"
"2014","State Representative","29","DAVID EDWARD ADKINS",1867,"REP","Early"
"2014","State Representative","29","DAVID EDWARD ADKINS",1632,"REP","ElectionDay"
"2014","State Representative","29","RONNIE MARTINEZ",3470,"DEM","Total"
"2014","State Representative","29","RONNIE MARTINEZ",425,"DEM","Absentee"
"2014","State Representative","29","RONNIE MARTINEZ",1627,"DEM","Early"
"2014","State Representative","29","RONNIE MARTINEZ",1418,"DEM","ElectionDay"
"2014","State Representative","30","ROBERT M COFFEY JR",3999,"DEM","Total"
"2014","State Representative","30","ROBERT M COFFEY JR",550,"DEM","Absentee"
"2014","State Representative","30","ROBERT M COFFEY JR",2139,"DEM","Early"
"2014","State Representative","30","ROBERT M COFFEY JR",1310,"DEM","ElectionDay"
"2014","State Representative","30","NATE GENTRY",4760,"REP","Total"
"2014","State Representative","30","NATE GENTRY",890,"REP","Absentee"
"2014","State Representative","30","NATE GENTRY",2413,"REP","Early"
"2014","State Representative","30","NATE GENTRY",1457,"REP","ElectionDay"
"2014","State Representative","31","WILLIAM R REHM",9043,"REP","Total"
"2014","State Representative","31","WILLIAM R REHM",1542,"REP","Absentee"
"2014","State Representative","31","WILLIAM R REHM",5080,"REP","Early"
"2014","State Representative","31","WILLIAM R REHM",2421,"REP","ElectionDay"
"2014","State Representative","32","DONA G IRWIN",3249,"DEM","Total"
"2014","State Representative","32","DONA G IRWIN",304,"DEM","Absentee"
"2014","State Representative","32","DONA G IRWIN",1230,"DEM","Early"
"2014","State Representative","32","DONA G IRWIN",1715,"DEM","ElectionDay"
"2014","State Representative","32","TOM BILL BLACK",2874,"REP","Total"
"2014","State Representative","32","TOM BILL BLACK",262,"REP","Absentee"
"2014","State Representative","32","TOM BILL BLACK",1296,"REP","Early"
"2014","State Representative","32","TOM BILL BLACK",1316,"REP","ElectionDay"
"2014","State Representative","33","BILL MCCAMLEY",3585,"DEM","Total"
"2014","State Representative","33","BILL MCCAMLEY",222,"DEM","Absentee"
"2014","State Representative","33","BILL MCCAMLEY",1411,"DEM","Early"
"2014","State Representative","33","BILL MCCAMLEY",1952,"DEM","ElectionDay"
"2014","State Representative","33","NEAL L HOOKS",2646,"REP","Total"
"2014","State Representative","33","NEAL L HOOKS",151,"REP","Absentee"
"2014","State Representative","33","NEAL L HOOKS",1169,"REP","Early"
"2014","State Representative","33","NEAL L HOOKS",1326,"REP","ElectionDay"
"2014","State Representative","34","BEALQUIN BILL GOMEZ",2482,"DEM","Total"
"2014","State Representative","34","BEALQUIN BILL GOMEZ",230,"DEM","Absentee"
"2014","State Representative","34","BEALQUIN BILL GOMEZ",730,"DEM","Early"
"2014","State Representative","34","BEALQUIN BILL GOMEZ",1522,"DEM","ElectionDay"
"2014","State Representative","35","JEFF STEINBORN",3540,"DEM","Total"
"2014","State Representative","35","JEFF STEINBORN",307,"DEM","Absentee"
"2014","State Representative","35","JEFF STEINBORN",1374,"DEM","Early"
"2014","State Representative","35","JEFF STEINBORN",1859,"DEM","ElectionDay"
"2014","State Representative","35","BETTY J BISHOP",2657,"REP","Total"
"2014","State Representative","35","BETTY J BISHOP",179,"REP","Absentee"
"2014","State Representative","35","BETTY J BISHOP",1075,"REP","Early"
"2014","State Representative","35","BETTY J BISHOP",1403,"REP","ElectionDay"
"2014","State Representative","36","PHILLIP M ARCHULETA",2646,"DEM","Total"
"2014","State Representative","36","PHILLIP M ARCHULETA",161,"DEM","Absentee"
"2014","State Representative","36","PHILLIP M ARCHULETA",1074,"DEM","Early"
"2014","State Representative","36","PHILLIP M ARCHULETA",1411,"DEM","ElectionDay"
"2014","State Representative","36","ANDREW ANDY NUNEZ",3113,"REP","Total"
"2014","State Representative","36","ANDREW ANDY NUNEZ",153,"REP","Absentee"
"2014","State Representative","36","ANDREW ANDY NUNEZ",1173,"REP","Early"
"2014","State Representative","36","ANDREW ANDY NUNEZ",1787,"REP","ElectionDay"
"2014","State Representative","37","TERRY H MCMILLAN",4692,"REP","Total"
"2014","State Representative","37","TERRY H MCMILLAN",261,"REP","Absentee"
"2014","State Representative","37","TERRY H MCMILLAN",2083,"REP","Early"
"2014","State Representative","37","TERRY H MCMILLAN",2348,"REP","ElectionDay"
"2014","State Representative","37","JOANNE J FERRARY",4283,"DEM","Total"
"2014","State Representative","37","JOANNE J FERRARY",336,"DEM","Absentee"
"2014","State Representative","37","JOANNE J FERRARY",2048,"DEM","Early"
"2014","State Representative","37","JOANNE J FERRARY",1899,"DEM","ElectionDay"
"2014","State Representative","38","DIANNE HAMILTON",5593,"REP","Total"
"2014","State Representative","38","DIANNE HAMILTON",504,"REP","Absentee"
"2014","State Representative","38","DIANNE HAMILTON",2474,"REP","Early"
"2014","State Representative","38","DIANNE HAMILTON",2615,"REP","ElectionDay"
"2014","State Representative","38","TERRY D FORTENBERRY",4087,"DEM","Total"
"2014","State Representative","38","TERRY D FORTENBERRY",335,"DEM","Absentee"
"2014","State Representative","38","TERRY D FORTENBERRY",1836,"DEM","Early"
"2014","State Representative","38","TERRY D FORTENBERRY",1916,"DEM","ElectionDay"
"2014","State Representative","39","RODOLPHO S MARTINEZ",3267,"DEM","Total"
"2014","State Representative","39","RODOLPHO S MARTINEZ",183,"DEM","Absentee"
"2014","State Representative","39","RODOLPHO S MARTINEZ",1424,"DEM","Early"
"2014","State Representative","39","RODOLPHO S MARTINEZ",1660,"DEM","ElectionDay"
"2014","State Representative","39","JOHN L ZIMMERMAN",3611,"REP","Total"
"2014","State Representative","39","JOHN L ZIMMERMAN",256,"REP","Absentee"
"2014","State Representative","39","JOHN L ZIMMERMAN",1591,"REP","Early"
"2014","State Representative","39","JOHN L ZIMMERMAN",1764,"REP","ElectionDay"
"2014","State Representative","40","NICK L SALAZAR",5883,"DEM","Total"
"2014","State Representative","40","NICK L SALAZAR",407,"DEM","Absentee"
"2014","State Representative","40","NICK L SALAZAR",1411,"DEM","Early"
"2014","State Representative","40","NICK L SALAZAR",4065,"DEM","ElectionDay"
"2014","State Representative","40","JAMES R GALLEGOS",2928,"REP","Total"
"2014","State Representative","40","JAMES R GALLEGOS",281,"REP","Absentee"
"2014","State Representative","40","JAMES R GALLEGOS",598,"REP","Early"
"2014","State Representative","40","JAMES R GALLEGOS",2049,"REP","ElectionDay"
"2014","State Representative","41","DEBBIE A RODELLA",4951,"DEM","Total"
"2014","State Representative","41","DEBBIE A RODELLA",263,"DEM","Absentee"
"2014","State Representative","41","DEBBIE A RODELLA",1417,"DEM","Early"
"2014","State Representative","41","DEBBIE A RODELLA",3271,"DEM","ElectionDay"
"2014","State Representative","42","ROBERTO 'BOBBY' JESSE GONZALES",7738,"DEM","Total"
"2014","State Representative","42","ROBERTO 'BOBBY' JESSE GONZALES",427,"DEM","Absentee"
"2014","State Representative","42","ROBERTO 'BOBBY' JESSE GONZALES",2947,"DEM","Early"
"2014","State Representative","42","ROBERTO 'BOBBY' JESSE GONZALES",4364,"DEM","ElectionDay"
"2014","State Representative","43","STEPHANIE GARCIA RICHARD",5955,"DEM","Total"
"2014","State Representative","43","STEPHANIE GARCIA RICHARD",448,"DEM","Absentee"
"2014","State Representative","43","STEPHANIE GARCIA RICHARD",2573,"DEM","Early"
"2014","State Representative","43","STEPHANIE GARCIA RICHARD",2934,"DEM","ElectionDay"
"2014","State Representative","43","GEOFF RODGERS",4522,"REP","Total"
"2014","State Representative","43","GEOFF RODGERS",318,"REP","Absentee"
"2014","State Representative","43","GEOFF RODGERS",1840,"REP","Early"
"2014","State Representative","43","GEOFF RODGERS",2364,"REP","ElectionDay"
"2014","State Representative","44","JANE E POWDRELL- CULBERT",7594,"REP","Total"
"2014","State Representative","44","JANE E POWDRELL- CULBERT",1252,"REP","Absentee"
"2014","State Representative","44","JANE E POWDRELL- CULBERT",3955,"REP","Early"
"2014","State Representative","44","JANE E POWDRELL- CULBERT",2387,"REP","ElectionDay"
"2014","State Representative","45","JIM R TRUJILLO",6264,"DEM","Total"
"2014","State Representative","45","JIM R TRUJILLO",976,"DEM","Absentee"
"2014","State Representative","45","JIM R TRUJILLO",2289,"DEM","Early"
"2014","State Representative","45","JIM R TRUJILLO",2999,"DEM","ElectionDay"
"2014","State Representative","46","CARL TRUJILLO",8015,"DEM","Total"
"2014","State Representative","46","CARL TRUJILLO",809,"DEM","Absentee"
"2014","State Representative","46","CARL TRUJILLO",2689,"DEM","Early"
"2014","State Representative","46","CARL TRUJILLO",4517,"DEM","ElectionDay"
"2014","State Representative","47","BRIAN F EGOLF JR",9770,"DEM","Total"
"2014","State Representative","47","BRIAN F EGOLF JR",1001,"DEM","Absentee"
"2014","State Representative","47","BRIAN F EGOLF JR",3741,"DEM","Early"
"2014","State Representative","47","BRIAN F EGOLF JR",5028,"DEM","ElectionDay"
"2014","State Representative","48","LUCIANO 'LUCKY' VARELA",7020,"DEM","Total"
"2014","State Representative","48","LUCIANO 'LUCKY' VARELA",1126,"DEM","Absentee"
"2014","State Representative","48","LUCIANO 'LUCKY' VARELA",2075,"DEM","Early"
"2014","State Representative","48","LUCIANO 'LUCKY' VARELA",3819,"DEM","ElectionDay"
"2014","State Representative","49","DON TRIPP",6053,"REP","Total"
"2014","State Representative","49","DON TRIPP",749,"REP","Absentee"
"2014","State Representative","49","DON TRIPP",2147,"REP","Early"
"2014","State Representative","49","DON TRIPP",3157,"REP","ElectionDay"
"2014","State Representative","49","ERIK GALE HAWKES",2427,"DEM","Total"
"2014","State Representative","49","ERIK GALE HAWKES",386,"DEM","Absentee"
"2014","State Representative","49","ERIK GALE HAWKES",822,"DEM","Early"
"2014","State Representative","49","ERIK GALE HAWKES",1219,"DEM","ElectionDay"
"2014","State Representative","50","MATTHEW MCQUEEN",5546,"DEM","Total"
"2014","State Representative","50","MATTHEW MCQUEEN",546,"DEM","Absentee"
"2014","State Representative","50","MATTHEW MCQUEEN",2893,"DEM","Early"
"2014","State Representative","50","MATTHEW MCQUEEN",2107,"DEM","ElectionDay"
"2014","State Representative","50","VICKIE S PEREA",4727,"REP","Total"
"2014","State Representative","50","VICKIE S PEREA",595,"REP","Absentee"
"2014","State Representative","50","VICKIE S PEREA",1703,"REP","Early"
"2014","State Representative","50","VICKIE S PEREA",2429,"REP","ElectionDay"
"2014","State Representative","51","YVETTE HERRELL",5209,"REP","Total"
"2014","State Representative","51","YVETTE HERRELL",373,"REP","Absentee"
"2014","State Representative","51","YVETTE HERRELL",2599,"REP","Early"
"2014","State Representative","51","YVETTE HERRELL",2237,"REP","ElectionDay"
"2014","State Representative","52","DOREEN Y GALLEGOS",3179,"DEM","Total"
"2014","State Representative","52","DOREEN Y GALLEGOS",189,"DEM","Absentee"
"2014","State Representative","52","DOREEN Y GALLEGOS",1069,"DEM","Early"
"2014","State Representative","52","DOREEN Y GALLEGOS",1921,"DEM","ElectionDay"
"2014","State Representative","53","MARIAELENA JOHNSON",1050,"DEM","Total"
"2014","State Representative","53","MARIAELENA JOHNSON",122,"DEM","Absentee"
"2014","State Representative","53","MARIAELENA JOHNSON",302,"DEM","Early"
"2014","State Representative","53","MARIAELENA JOHNSON",626,"DEM","ElectionDay"
"2014","State Representative","53","RICKY L LITTLE",1708,"REP","Total"
"2014","State Representative","53","RICKY L LITTLE",99,"REP","Absentee"
"2014","State Representative","53","RICKY L LITTLE",576,"REP","Early"
"2014","State Representative","53","RICKY L LITTLE",1033,"REP","ElectionDay"
"2014","State Representative","54","JAMES G TOWNSEND",5045,"REP","Total"
"2014","State Representative","54","JAMES G TOWNSEND",316,"REP","Absentee"
"2014","State Representative","54","JAMES G TOWNSEND",1505,"REP","Early"
"2014","State Representative","54","JAMES G TOWNSEND",3224,"REP","ElectionDay"
"2014","State Representative","55","CATHRYNN N BROWN",5353,"REP","Total"
"2014","State Representative","55","CATHRYNN N BROWN",338,"REP","Absentee"
"2014","State Representative","55","CATHRYNN N BROWN",1983,"REP","Early"
"2014","State Representative","55","CATHRYNN N BROWN",3032,"REP","ElectionDay"
"2014","State Representative","55","CHRISTY K THOMAS",1688,"DEM","Total"
"2014","State Representative","55","CHRISTY K THOMAS",116,"DEM","Absentee"
"2014","State Representative","55","CHRISTY K THOMAS",572,"DEM","Early"
"2014","State Representative","55","CHRISTY K THOMAS",1000,"DEM","ElectionDay"
"2014","State Representative","56","ZACH J COOK",5202,"REP","Total"
"2014","State Representative","56","ZACH J COOK",433,"REP","Absentee"
"2014","State Representative","56","ZACH J COOK",2088,"REP","Early"
"2014","State Representative","56","ZACH J COOK",2681,"REP","ElectionDay"
"2014","State Representative","57","JASON CARL HARPER",3517,"REP","Total"
"2014","State Representative","57","JASON CARL HARPER",443,"REP","Absentee"
"2014","State Representative","57","JASON CARL HARPER",1766,"REP","Early"
"2014","State Representative","57","JASON CARL HARPER",1308,"REP","ElectionDay"
"2014","State Representative","57","DONNA I TILLMAN",2391,"DEM","Total"
"2014","State Representative","57","DONNA I TILLMAN",356,"DEM","Absentee"
"2014","State Representative","57","DONNA I TILLMAN",1132,"DEM","Early"
"2014","State Representative","57","DONNA I TILLMAN",903,"DEM","ElectionDay"
"2014","State Representative","58","CANDY SPENCE EZZELL",2972,"REP","Total"
"2014","State Representative","58","CANDY SPENCE EZZELL",206,"REP","Absentee"
"2014","State Representative","58","CANDY SPENCE EZZELL",1073,"REP","Early"
"2014","State Representative","58","CANDY SPENCE EZZELL",1693,"REP","ElectionDay"
"2014","State Representative","59","NORA ESPINOZA",6481,"REP","Total"
"2014","State Representative","59","NORA ESPINOZA",486,"REP","Absentee"
"2014","State Representative","59","NORA ESPINOZA",2918,"REP","Early"
"2014","State Representative","59","NORA ESPINOZA",3077,"REP","ElectionDay"
"2014","State Representative","59","RICHARD D MASTIN",2093,"DEM","Total"
"2014","State Representative","59","RICHARD D MASTIN",198,"DEM","Absentee"
"2014","State Representative","59","RICHARD D MASTIN",918,"DEM","Early"
"2014","State Representative","59","RICHARD D MASTIN",977,"DEM","ElectionDay"
"2014","State Representative","60","LINDA SANCHEZ ALLISON",2822,"DEM","Total"
"2014","State Representative","60","LINDA SANCHEZ ALLISON",550,"DEM","Absentee"
"2014","State Representative","60","LINDA SANCHEZ ALLISON",1353,"DEM","Early"
"2014","State Representative","60","LINDA SANCHEZ ALLISON",919,"DEM","ElectionDay"
"2014","State Representative","60","TIM LEWIS",4885,"REP","Total"
"2014","State Representative","60","TIM LEWIS",890,"REP","Absentee"
"2014","State Representative","60","TIM LEWIS",2438,"REP","Early"
"2014","State Representative","60","TIM LEWIS",1557,"REP","ElectionDay"
"2014","State Representative","61","DAVID M GALLEGOS",2425,"REP","Total"
"2014","State Representative","61","DAVID M GALLEGOS",173,"REP","Absentee"
"2014","State Representative","61","DAVID M GALLEGOS",672,"REP","Early"
"2014","State Representative","61","DAVID M GALLEGOS",1580,"REP","ElectionDay"
"2014","State Representative","62","LARRY R SCOTT",4395,"REP","Total"
"2014","State Representative","62","LARRY R SCOTT",353,"REP","Absentee"
"2014","State Representative","62","LARRY R SCOTT",1748,"REP","Early"
"2014","State Representative","62","LARRY R SCOTT",2294,"REP","ElectionDay"
"2014","State Representative","63","GEORGE DODGE JR",3882,"DEM","Total"
"2014","State Representative","63","GEORGE DODGE JR",582,"DEM","Absentee"
"2014","State Representative","63","GEORGE DODGE JR",1091,"DEM","Early"
"2014","State Representative","63","GEORGE DODGE JR",2209,"DEM","ElectionDay"
"2014","State Representative","64","RANDAL S CROWDER",4778,"REP","Total"
"2014","State Representative","64","RANDAL S CROWDER",301,"REP","Absentee"
"2014","State Representative","64","RANDAL S CROWDER",2216,"REP","Early"
"2014","State Representative","64","RANDAL S CROWDER",2261,"REP","ElectionDay"
"2014","State Representative","65","JAMES R MADALENA",4744,"DEM","Total"
"2014","State Representative","65","JAMES R MADALENA",669,"DEM","Absentee"
"2014","State Representative","65","JAMES R MADALENA",1032,"DEM","Early"
"2014","State Representative","65","JAMES R MADALENA",3043,"DEM","ElectionDay"
"2014","State Representative","66","BOB WOOLEY",5492,"REP","Total"
"2014","State Representative","66","BOB WOOLEY",413,"REP","Absentee"
"2014","State Representative","66","BOB WOOLEY",2228,"REP","Early"
"2014","State Representative","66","BOB WOOLEY",2851,"REP","ElectionDay"
"2014","State Representative","67","DENNIS J ROCH",6676,"REP","Total"
"2014","State Representative","67","DENNIS J ROCH",627,"REP","Absentee"
"2014","State Representative","67","DENNIS J ROCH",2188,"REP","Early"
"2014","State Representative","67","DENNIS J ROCH",3861,"REP","ElectionDay"
"2014","State Representative","68","MONICA C YOUNGBLOOD",5663,"REP","Total"
"2014","State Representative","68","MONICA C YOUNGBLOOD",944,"REP","Absentee"
"2014","State Representative","68","MONICA C YOUNGBLOOD",2882,"REP","Early"
"2014","State Representative","68","MONICA C YOUNGBLOOD",1837,"REP","ElectionDay"
"2014","State Representative","69","W KEN MARTINEZ",4701,"DEM","Total"
"2014","State Representative","69","W KEN MARTINEZ",213,"DEM","Absentee"
"2014","State Representative","69","W KEN MARTINEZ",926,"DEM","Early"
"2014","State Representative","69","W KEN MARTINEZ",3562,"DEM","ElectionDay"
"2014","State Representative","70","TOMAS E SALAZAR",6276,"DEM","Total"
"2014","State Representative","70","TOMAS E SALAZAR",596,"DEM","Absentee"
"2014","State Representative","70","TOMAS E SALAZAR",2128,"DEM","Early"
"2014","State Representative","70","TOMAS E SALAZAR",3552,"DEM","ElectionDay"
